"County","State","Community_Transmission_Level","Percent_Fully_Vaccinated","Percent_Fully_Vaccinated_Under_65","Percent_Estimated_Vaccination_Hesitant","Percent_Estimated_Vaccination_Strongly_Hesitant","Percent_State_ICU_Beds_Filled","Percent_County_ICU_Beds_Filled","Population","FIPS","Vaccination_Data_Is_For_County","Area_of_Concern_Category"
"Humboldt","CA",NA,65.7,60.6598811642661,8.21,4.02,71,73,135558,6023,TRUE,"ModerateBurden"
"Sauk","WI",NA,63.4,55.9878383862039,15.46,9.24,69,78,64442,55111,TRUE,"ModerateBurden"
"Monroe","WI",NA,54.1,46.4961440965607,16.11,9.59,69,63,46253,55081,TRUE,"ModerateBurden"
"Wood","OH",NA,61.7,55.4945477417053,12.52,7.41,66,52,130817,39173,TRUE,"ModerateBurden"
"Lyon","NV",NA,41.7,36.5785896158208,12.33,6.62,77,73,57510,32019,TRUE,"ModerateBurdenResolving"
"Jackson","IL",NA,52.2,46.5188102447559,9.85,6.03,61,66,56750,17077,TRUE,"ModerateBurden"
"Winona","MN",NA,64.8,57.5702580042235,7.55,4.04,71,57,50484,27169,TRUE,"ModerateBurden"
"Carter","OK",NA,43.9,37.1607494250982,20.75,14.52,75,52,48111,40019,TRUE,"ModerateBurden"
"Rankin","MS",NA,51.2,45.5620094721821,17.5,11.89,75,86,155271,28121,TRUE,"ModerateBurden"
"Duval","TX",NA,62.2,58.0066123629703,11.46,7.42,87,92,11157,48131,TRUE,"ModerateBurden"
"Polk","NC",NA,43.6,35.6708469173878,13.39,10.37,79,76,20724,37149,TRUE,"ModerateBurden"
"Sherburne","MN",NA,46,41.5542221659174,8.62,4.63,71,78,97238,27141,TRUE,"ModerateBurden"
"Marion","IA",NA,52.9,44.5343966339132,12.39,7.43,67,80,33253,19125,TRUE,"ModerateBurden"
"Craighead","AR",NA,45.2,40.9428059027351,21.4,13.95,70,88,110332,5031,TRUE,"ModerateBurdenResolving"
"Jackson","MS",NA,47.6,41.9350076249835,17.19,11.59,75,73,143617,28059,TRUE,"ModerateBurden"
"Kanawha","WV",NA,65.3,58.8620311581721,9.52,7.23,76,72,178124,54039,TRUE,"ModerateBurden"
"Itawamba","MS",NA,34.6,27.2940354122278,17.61,11.94,75,74,23390,28057,TRUE,"ModerateBurden"
"Carroll","GA",NA,37.7,31.6914143686437,17.67,11.24,74,80,119992,13045,TRUE,"ModerateBurden"
"Polk","WI",NA,50.7,40.5153070199069,16.46,10.04,69,83,43783,55095,TRUE,"ModerateBurden"
"Granville","NC",NA,61.7,57.6046341265172,14.67,11.6,79,90,60443,37077,TRUE,"ModerateBurden"
"Wicomico","MD",NA,55.6,49.2772823992997,8.61,4.57,66,54,103609,24045,TRUE,"ModerateBurden"
"Medina","OH",NA,63.9,57.5953905834065,12.04,7.12,66,72,179746,39103,TRUE,"ModerateBurden"
"Minnehaha","SD",NA,66.3,61.3521523770095,9.78,7.04,51,49,193134,46099,TRUE,"ModerateBurden"
"Northumberland","PA",NA,57.6,50.5724680737669,12.5,8.29,76,82,90843,42097,TRUE,"ModerateBurden"
"Rappahannock","VA",NA,51.7,45.1130616578373,6.12,4.17,64,63,7370,51157,TRUE,"ModerateBurden"
"Yellowstone","MT",NA,51.5,44.1140916032911,25.31,17.23,52,73,161300,30111,TRUE,"ModerateBurden"
"Mohave","AZ",NA,41.4,31.6889531001451,15.37,11.91,65,87,212181,4015,TRUE,"ModerateBurden"
"Hood","TX",NA,50.3,37.9100644581218,11.34,7.62,87,87,61643,48221,TRUE,"ModerateBurden"
"Windham","VT",NA,68.1,63.4385151425298,3.83,2.07,72,80,42222,50025,TRUE,"ModerateBurden"
"Valencia","NM",NA,59.3,54.4036675170037,6.56,3.51,81,89,76688,35061,TRUE,"ModerateBurden"
"Wagoner","OK",NA,47,41.5728627072592,17.62,12.03,75,69,81289,40145,TRUE,"ModerateBurden"
"Kenton","KY",NA,60.3,54.7956539718403,16.13,10.27,80,93,166998,21117,TRUE,"ModerateBurden"
"Major","OK",NA,50,38.8084117605021,19.71,13.92,75,62,7629,40093,TRUE,"ModerateBurden"
"Waldo","ME",NA,71.1,63.6097535478138,9.48,7.8,65,65,39715,23027,TRUE,"ModerateBurden"
"Madison","KY",NA,47.8,43.3273311413495,18.21,11.93,80,76,92987,21151,TRUE,"ModerateBurden"
"Lincoln","ME",NA,80.5,74.2269430186925,9.48,7.8,65,77,34634,23015,TRUE,"ModerateBurden"
"Elkhart","IN",NA,42.8,37.0468255721487,13.68,8.73,70,73,206341,18039,TRUE,"ModerateBurden"
"Blue Earth","MN",NA,60.5,54.6588916081975,7.38,3.89,71,84,67653,27013,TRUE,"ModerateBurden"
"Umatilla","OR",NA,55.5,50.1386983647037,11.48,8.8,73,76,77950,41059,TRUE,"ModerateBurden"
"Montgomery","IL",NA,51.7,44.1818434017975,10.17,6.33,61,0,28414,17135,TRUE,"ModerateBurden"
"Hockley","TX",NA,42.9,37.1614526784838,11.43,7.66,87,88,23021,48219,TRUE,"ModerateBurden"
"Routt","CO",NA,75.5,71.5011306228074,8.32,5.01,59,12,25638,8107,TRUE,"ModerateBurden"
"Madison","IN",NA,52.3,44.7043573378944,13.76,8.6,70,71,129569,18095,TRUE,"ModerateBurden"
"Caldwell","TX",NA,56.8,52.0462564700173,12.4,8.27,87,75,43664,48055,TRUE,"ModerateBurden"
"Richland","OH",NA,43.9,35.6496180139781,15.32,9.33,66,79,121154,39139,TRUE,"ModerateBurden"
"Navajo","AZ",NA,76.9,72.7683943186783,21.05,15.86,65,53,110924,4017,TRUE,"ModerateBurden"
"Mendocino","CA",NA,67.4,61.6664195435871,8.59,4.22,71,78,86749,6045,TRUE,"ModerateBurden"
"Wood","WI",NA,61.5,53.1699575357337,15.31,9.18,69,63,72999,55141,TRUE,"ModerateBurden"
"Hertford","NC",NA,48.1,40.9420067162469,14.56,11.43,79,84,23677,37091,TRUE,"ModerateBurden"
"Wayne","PA",NA,60.7,55.2370540523724,11.96,7.88,76,78,51361,42127,TRUE,"ModerateBurden"
"Garfield","CO",NA,64.4,59.9734528457456,8.32,5.01,59,40,60061,8045,TRUE,"ModerateBurdenResolving"
"York","VA",NA,67.2,62.0457971715401,4.81,3.28,64,57,68280,51199,TRUE,"ModerateBurden"
"Ionia","MI",NA,47.1,40.4801481685188,11.25,6.99,73,75,64697,26067,TRUE,"ModerateBurden"
"Rockingham","NC",NA,50.1,42.3547547857414,14.26,11.11,79,76,91010,37157,TRUE,"ModerateBurden"
"Douglas","WI",NA,43.9,37.7808458133027,15.28,9.06,69,67,43150,55031,TRUE,"ModerateBurden"
"Angelina","TX",NA,46.9,40.1725441901868,12.5,8.36,87,80,86715,48005,TRUE,"ModerateBurden"
"Blount","TN",NA,52.1,44.4621854236196,12.92,8.07,64,77,133088,47009,TRUE,"ModerateBurden"
"Columbia","WI",NA,66.9,60.264273626483,15.46,9.24,69,78,57532,55021,TRUE,"ModerateBurden"
"Franklin","ME",NA,63.8,55.9329750699886,10.5,8.63,65,32,30199,23007,TRUE,"ModerateBurden"
"Houston","GA",NA,50.4,45.3855220788832,14.34,8.94,74,66,157863,13153,TRUE,"ModerateBurden"
"Yamhill","OR",NA,63.1,57.3078357215149,10.84,8.18,73,77,107100,41071,TRUE,"ModerateBurden"
"Grafton","NH",NA,74.9,69.2517026187559,10.53,6.88,74,72,89886,33009,TRUE,"ModerateBurden"
"Pender","NC",NA,52,45.6291784133567,12.46,9.47,79,67,63060,37141,TRUE,"ModerateBurden"
"Dodge","NE",NA,54,49.0461974452072,8.54,5.28,74,79,36565,31053,TRUE,"ModerateBurden"
"Schuylkill","PA",NA,60.2,53.0880390636594,12.44,8.19,76,82,141359,42107,TRUE,"ModerateBurden"
"St. Mary's","MD",NA,66,62.0913049432718,7.94,4.25,66,67,113510,24037,TRUE,"ModerateBurden"
"Escambia","FL",NA,55.7,48.5949466000085,15.28,10.14,72,69,318316,12033,TRUE,"LowBurden"
"Mason","WA",NA,60.9,53.6079268561138,8.21,5.99,77,86,66768,53045,TRUE,"ModerateBurden"
"Jim Wells","TX",NA,53.8,48.5777153625735,9.92,6.42,87,92,40482,48249,TRUE,"ModerateBurden"
"Holmes","FL",NA,29.4,21.8405223287619,15.53,10.3,72,69,19617,12059,TRUE,"ModerateBurden"
"Mobile","AL",NA,49.5,43.4396992948594,16.77,12.63,78,77,413210,1097,TRUE,"LowBurden"
"Dubuque","IA",NA,64.2,57.1186369544117,12.19,7.24,67,68,97311,19061,TRUE,"ModerateBurden"
"Attala","MS",NA,54.2,45.9036080070922,18.9,13.09,75,86,18174,28007,TRUE,"ModerateBurden"
"Kodiak Island Borough","AK",NA,65,61.3919779021329,23.61,17.04,79,87,12998,2150,TRUE,"ModerateBurden"
"Columbia","PA",NA,61.6,53.937274047797,11.85,7.81,76,70,64964,42037,TRUE,"ModerateBurden"
"Calcasieu Parish","LA",NA,42.4,36.3233390630305,18.8,11.6,71,52,203436,22019,TRUE,"ModerateBurden"
"Robeson","NC",NA,42.2,36.5297522791722,17.45,13.48,79,58,130625,37155,TRUE,"ModerateBurden"
"Yates","NY",NA,52.8,44.4709408331516,6.63,4.65,70,95,24913,36123,TRUE,"ModerateBurden"
"Montgomery","VA",NA,46.3,42.3095552851809,6.34,4.32,64,84,98535,51121,TRUE,"ModerateBurden"
"Jefferson","WI",NA,57.4,51.3311204783965,15.66,9.28,69,74,84769,55055,TRUE,"ModerateBurden"
"Davis","UT",NA,66.7,63.5406501476717,10.1,6.11,73,72,355481,49011,TRUE,"LowBurden"
"Lee","MS",NA,43.5,37.276041707202,18.25,12.51,75,74,85436,28081,TRUE,"ModerateBurden"
"Erie","OH",NA,59.1,50.5836829078996,13.04,7.7,66,39,74266,39043,TRUE,"ModerateBurden"
"Archer","TX",NA,60.4,53.4714832057848,12.93,8.7,87,97,8553,48009,TRUE,"ModerateBurden"
"Ward","ND",NA,48.7,44.029507271539,14.47,9.88,48,77,67641,38101,TRUE,"ModerateBurden"
"Newton","GA",NA,42,36.7224467446952,15.24,9.57,74,78,111744,13217,TRUE,"ModerateBurden"
"Washington","TX",NA,50.5,41.9017642040271,12.25,8.27,87,83,35882,48477,TRUE,"ModerateBurdenResolving"
"Grundy","IL",NA,57.8,52.7022060709723,7.76,4.72,61,57,51054,17063,TRUE,"ModerateBurden"
"Nevada","CA",NA,63.5,57.7344920587354,7.26,3.63,71,68,99755,6057,TRUE,"ModerateBurden"
"Custer","OK",NA,48.5,42.3571789624894,17.6,12.16,75,NA,29003,40039,TRUE,"ModerateBurden"
"Raleigh","WV",NA,53.8,46.5576874303981,10.47,8.01,76,78,73361,54081,TRUE,"ModerateBurden"
"Escambia","AL",NA,36.4,28.4274062354384,17.35,13.37,78,69,36633,1053,TRUE,"ModerateBurden"
"Washington","FL",NA,32.5,25.1388239142858,15.53,10.3,72,69,25473,12133,TRUE,"ModerateBurden"
"Washington","MS",NA,50.6,43.4359085022504,19.13,13.34,75,78,43909,28151,TRUE,"ModerateBurden"
"Chelan","WA",NA,70.4,65.1022843695692,7.53,5.48,77,91,77200,53007,TRUE,"ModerateBurden"
"Utah","UT",NA,57.5,54.5404931241182,10.96,6.77,73,61,636235,49049,TRUE,"LowBurden"
"Bradley","TN",NA,41.7,35.3212128949334,14.13,8.91,64,60,108110,47011,TRUE,"ModerateBurden"
"Boone","IL",NA,61.2,56.3448200291958,8.88,5.41,61,63,53544,17007,TRUE,"ModerateBurden"
"Canyon","ID",NA,46.3,40.6471842661866,18.7,12.04,65,77,229849,16027,TRUE,"ModerateBurden"
"Geauga","OH",NA,61.2,53.8406522256179,11.56,7.07,66,74,93649,39055,TRUE,"ModerateBurden"
"Craig","OK",NA,53.1,43.3808800155801,20.03,13.86,75,79,14142,40035,TRUE,"ModerateBurden"
"Tazewell","VA",NA,43.4,37.2504726938045,8.04,5.56,64,69,40595,51185,TRUE,"ModerateBurdenResolving"
"Nassau","FL",NA,57.4,47.2812699733222,15.5,10.39,72,76,88625,12089,TRUE,"ModerateBurden"
"Randolph","IL",NA,52.5,45.2243564730672,10.02,6.18,61,58,31782,17157,TRUE,"ModerateBurden"
"Oldham","KY",NA,57.2,52.8788771321809,17.03,11.15,80,83,66799,21185,TRUE,"ModerateBurden"
"Barry","MI",NA,48.9,41.7231202568666,9.62,5.93,73,69,61550,26015,TRUE,"ModerateBurden"
"Jones","TX",NA,44.4,40.3038247859923,12.78,8.6,87,91,20083,48253,TRUE,"ModerateBurden"
"Boone","IN",NA,70.5,66.4053748357493,9.83,6.1,70,26,67843,18011,TRUE,"ModerateBurden"
"Monroe","FL",NA,78,72.2340903124679,13.65,8.9,72,70,74228,12087,TRUE,"ModerateBurden"
"Mayes","OK",NA,43.3,36.5413849111642,20.03,13.86,75,79,41100,40097,TRUE,"ModerateBurden"
"Caddo Parish","LA",NA,48.4,41.7357684367502,17.22,10.39,71,70,240204,22017,TRUE,"LowBurden"
"Laramie","WY",NA,55.9,49.5909580752447,19.49,14.05,37,40,99500,56021,TRUE,"ModerateBurden"
"Cambria","PA",NA,55.9,47.2146221406587,11.95,7.86,76,74,130192,42021,TRUE,"ModerateBurden"
"Daviess","KY",NA,54.1,48.1325796697907,17.47,11.4,80,56,101511,21059,TRUE,"ModerateBurden"
"Kootenai","ID",NA,46.1,37.476608933238,19.3,12.59,65,50,165697,16055,TRUE,"ModerateBurdenResolving"
"Isabella","MI",NA,44.6,38.6847855393089,11.02,6.88,73,69,69872,26073,TRUE,"ModerateBurden"
"Ouachita Parish","LA",NA,45.2,38.8368385333302,17.64,10.61,71,64,153279,22073,TRUE,"ModerateBurden"
"Toombs","GA",NA,41.9,35.6942508856801,18.64,12.19,74,69,26830,13279,TRUE,"ModerateBurden"
"Jefferson","MO",NA,44.7,39.4498940426137,14.35,8.49,73,80,225081,29099,TRUE,"LowBurden"
"Carbon","PA",NA,60.3,53.585804723971,10.73,7.02,76,82,64182,42025,TRUE,"ModerateBurden"
"Clark","IN",NA,60.1,53.7505751456094,12.98,8.03,70,65,118302,18019,TRUE,"ModerateBurden"
"Prince Edward","VA",NA,30.7,23.6610081597572,7.14,4.97,64,76,22802,51147,TRUE,"ModerateBurdenResolving"
"Pierce","WI",NA,44,36.6509569749226,16.11,9.59,69,NA,42754,55093,TRUE,"ModerateBurden"
"Stokes","NC",NA,46.5,38.9570848758295,14.26,11.11,79,84,45591,37169,TRUE,"ModerateBurden"
"Summit","CO",NA,84.5,83.1650243058625,6.52,3.82,59,65,31011,8117,TRUE,"ModerateBurden"
"Belmont","OH",NA,48,39.5774808089024,14.24,8.48,66,59,67006,39013,TRUE,"ModerateBurden"
"Forrest","MS",NA,43.4,38.8885392344235,18.36,12.56,75,85,74897,28035,TRUE,"ModerateBurden"
"Faulkner","AR",NA,51.2,46.316344968469,20.95,13.59,70,79,126007,5045,TRUE,"ModerateBurden"
"Salem","NJ",NA,55.3,50.5843497922798,6.42,4.36,41,37,62385,34033,TRUE,"ModerateBurden"
"Williamson","IL",NA,55.4,48.9217688328391,9.85,6.03,61,66,66597,17199,TRUE,"ModerateBurden"
"Sumter","SC",NA,56.8,50.9154560795066,15.24,8.63,64,38,106721,45085,TRUE,"ModerateBurden"
"Lumpkin","GA",NA,34.3,26.9967929652416,14.69,9.34,74,63,33610,13187,TRUE,"ModerateBurden"
"Calvert","MD",NA,70.9,66.4338983737504,7.94,4.25,66,75,92525,24009,TRUE,"ModerateBurden"
"Pottawattamie","IA",NA,57.3,51.1710688265084,13.23,7.95,67,54,93206,19155,TRUE,"ModerateBurden"
"Story","IA",NA,63,58.1175660639864,11.66,6.91,67,67,97117,19169,TRUE,"ModerateBurden"
"Polk","OR",NA,63.2,57.5756114800815,10.84,8.18,73,77,86085,41053,TRUE,"ModerateBurden"
"Fremont","WY",NA,61.8,56.4558377195608,21.84,15.84,37,38,39261,56013,TRUE,"ModerateBurden"
"Lafayette Parish","LA",NA,50.1,44.8391262995232,16.43,9.78,71,86,244390,22055,TRUE,"LowBurden"
"Lee","NC",NA,56.5,50.0669288047615,11.91,9.15,79,83,61779,37105,TRUE,"ModerateBurden"
"Choctaw","MS",NA,36.1,31.5319710865988,16.8,11.46,75,83,8210,28019,TRUE,"ModerateBurden"
"Beltrami","MN",NA,67.3,61.8597093268763,8.92,4.76,71,85,47188,27007,TRUE,"ModerateBurden"
"Greene","OH",NA,62.8,56.9807738591764,12.24,7.16,66,66,168937,39057,TRUE,"ModerateBurden"
"Strafford","NH",NA,62.7,56.8623937699107,10.58,6.92,74,62,130633,33017,TRUE,"ModerateBurdenResolving"
"Allegany","NY",NA,44.2,38.5667914110863,8.16,5.77,70,51,46091,36003,TRUE,"ModerateBurden"
"Hawkins","TN",NA,44.4,36.4448246110801,13.74,8.64,64,64,56786,47073,TRUE,"ModerateBurden"
"Wise","TX",NA,39,33.1503700483297,12.93,8.7,87,82,69984,48497,TRUE,"ModerateBurden"
"Staunton city","VA",NA,46.6,39.3228027187072,6.78,4.67,64,55,24932,51790,TRUE,"ModerateBurden"
"Elko","NV",NA,42.2,37.1258033645269,13.9,7.55,77,12,52778,32007,TRUE,"ModerateBurden"
"Carroll","VA",NA,32.9,25.8956416688175,7.17,4.95,64,47,29791,51035,TRUE,"ModerateBurden"
"Clay","MN",NA,59.1,53.7231558942936,7.62,4.11,71,46,64222,27027,TRUE,"ModerateBurden"
"Trempealeau","WI",NA,66,58.4875120280591,16.11,9.59,69,63,29649,55121,TRUE,"ModerateBurden"
"Payne","OK",NA,48.7,43.3965876224316,18.7,13.07,75,92,81784,40119,TRUE,"ModerateBurden"
"Manitowoc","WI",NA,60.5,51.8658088679325,15.08,8.88,69,49,78981,55071,TRUE,"ModerateBurden"
"Marion","WV",NA,56.9,49.9502920743151,9.91,7.55,76,79,56072,54049,TRUE,"ModerateBurdenResolving"
"Stephens","OK",NA,47.4,38.5032791785602,19.75,13.63,75,80,43143,40137,TRUE,"ModerateBurden"
"Saline","AR",NA,50.3,47.5391602176445,19.8,12.92,70,79,122437,5125,TRUE,"ModerateBurden"
"Dunklin","MO",NA,37.2,31.7770381734188,16.75,10.18,73,88,29131,29069,TRUE,"SustainedHotspot"
"Columbia","OR",NA,60.6,53.6232506078369,11.32,8.51,73,79,52354,41009,TRUE,"ModerateBurden"
"Houston","AL",NA,43.1,36.0470697750228,17.68,13.44,78,78,105882,1069,TRUE,"ModerateBurdenResolving"
"Pottawatomie","OK",NA,48.8,42.3817289759275,19.02,13.22,75,79,72592,40125,TRUE,"ModerateBurden"
"Crockett","TX",NA,47.5,39.4454190904936,12.35,8.22,87,66,3464,48105,TRUE,"ModerateBurden"
"Rolette","ND",NA,68.8,66.0659282429342,13.95,9.63,48,NA,14176,38079,TRUE,"ModerateBurden"
"Cooke","TX",NA,37.8,30.4885618459062,13.17,8.81,87,82,41257,48097,TRUE,"ModerateBurden"
"Gaines","TX",NA,21.9,18.8602545399861,11.66,7.89,87,43,21492,48165,TRUE,"Hotspot"
"Bullitt","KY",NA,45.3,40.9006546869731,17.57,11.33,80,83,81676,21029,TRUE,"ModerateBurden"
"Chippewa","WI",NA,56.7,48.5241892766399,15.31,9.18,69,74,64658,55017,TRUE,"ModerateBurden"
"Haywood","NC",NA,57.1,47.6965132376482,13.6,10.43,79,73,62317,37087,TRUE,"ModerateBurden"
"Portage","WI",NA,62.1,55.7709754966361,15.31,9.18,69,77,70772,55097,TRUE,"ModerateBurden"
"Steele","MN",NA,60.8,54.4495763593613,7.72,4.13,71,57,36649,27147,TRUE,"ModerateBurden"
"Marquette","MI",NA,63.9,56.550176986058,9.5,5.84,73,76,66699,26103,TRUE,"ModerateBurden"
"La Plata","CO",NA,70.4,64.6715080976913,7.36,4.38,59,53,56221,8067,TRUE,"ModerateBurden"
"Henderson","KY",NA,50.8,43.5957518268644,19.24,12.67,80,100,45210,21101,TRUE,"ModerateBurden"
"McDowell","NC",NA,52.4,44.7146572794383,14.44,11.23,79,2,45756,37111,TRUE,"ModerateBurdenResolving"
"Burke","NC",NA,46.9,40.6286517081929,14.44,11.23,79,81,90485,37023,TRUE,"ModerateBurden"
"Barron","WI",NA,53.3,44.3114882471514,16.46,10.04,69,79,45244,55005,TRUE,"ModerateBurden"
"Starr","TX",NA,95,96.8248514398201,11.46,7.42,87,85,64633,48427,TRUE,"ModerateBurden"
"San Benito","CA",NA,66.6,63.9506529538455,7.72,3.81,71,78,62808,6069,TRUE,"ModerateBurden"
"Pettis","MO",NA,42.5,36.6715373696358,15.12,9.03,73,62,42339,29159,TRUE,"Hotspot"
"Greenwood","SC",NA,48,39.7011893961067,14.06,7.9,64,56,70811,45047,TRUE,"ModerateBurden"
"Lamoille","VT",NA,63.1,57.9169504866984,4.17,2.24,72,61,25362,50015,TRUE,"ModerateBurden"
"Greene","IA",NA,58,47.5466108443597,11.75,7.04,67,NA,8888,19073,TRUE,"ModerateBurden"
"Wharton","TX",NA,50.4,44.9116795163046,11.14,7.38,87,76,41556,48481,TRUE,"ModerateBurdenResolving"
"Clinton","IL",NA,59.7,53.5466760343074,10.17,6.33,61,58,37562,17027,TRUE,"Hotspot"
"Mercer","PA",NA,53.1,44.374663641031,11.94,7.96,76,47,109424,42085,TRUE,"ModerateBurden"
"Hancock","IN",NA,67.6,62.0391470133166,13.2,8.35,70,74,78168,18059,TRUE,"ModerateBurden"
"Tioga","PA",NA,46.1,37.7717741050943,12.35,8.18,76,64,40591,42117,TRUE,"ModerateBurden"
"Hendricks","IN",NA,71.7,67.2957844849824,10.55,6.49,70,71,170311,18063,TRUE,"ModerateBurden"
"Augusta","VA",NA,48.8,41.8590209563393,6.78,4.67,64,55,75558,51015,TRUE,"ModerateBurden"
"McKean","PA",NA,49.1,43.4151545481307,12.96,8.6,76,51,40625,42083,TRUE,"ModerateBurden"
"Logan","IL",NA,54.2,46.6577653871246,9.86,6.12,61,59,28618,17107,TRUE,"ModerateBurden"
"Hale","TX",NA,44.5,38.3810046768978,11.43,7.66,87,63,33406,48189,TRUE,"ModerateBurden"
"Calumet","WI",NA,56.2,49.9573173968031,14.83,8.78,69,49,50089,55015,TRUE,"ModerateBurden"
"Florence","SC",NA,54.9,47.8348802141397,14.29,8.07,64,70,138293,45041,TRUE,"ModerateBurden"
"Athens","OH",NA,51.3,45.6911247891855,14.8,8.93,66,88,65327,39009,TRUE,"ModerateBurden"
"Yancey","NC",NA,51.4,41.6720337081947,13.95,10.89,79,33,18069,37199,TRUE,"ModerateBurdenResolving"
"San Miguel","NM",NA,67.4,63.4920973149133,6.1,3.14,81,84,27277,35047,TRUE,"ModerateBurdenResolving"
"Cass","MO",NA,51.6,45.8469300801757,14.25,8.45,73,73,105780,29037,TRUE,"ModerateBurden"
"Morgan","AL",NA,43.5,36.2413577545872,17.13,13.03,78,52,119679,1103,TRUE,"ModerateBurden"
"Greenbrier","WV",NA,54.8,46.3640453123118,10.42,7.98,76,49,34662,54025,TRUE,"ModerateBurden"
"Carlton","MN",NA,64.3,58.4355354995897,8.06,4.38,71,67,35871,27017,TRUE,"ModerateBurden"
"Macoupin","IL",NA,54.8,46.3113183596339,10.42,6.46,61,0,44926,17117,TRUE,"ModerateBurden"
"Monroe","TN",NA,43.3,34.3373329206585,12.6,7.86,64,77,46545,47123,TRUE,"ModerateBurden"
"Hocking","OH",NA,48,40.8981584956999,16.86,10.43,66,88,28264,39073,TRUE,"ModerateBurden"
"Southeast Fairbanks Census Area","AK",NA,40.6,35.5470476003017,18.97,13.62,79,60,6893,2240,TRUE,"ModerateBurden"
"Freeborn","MN",NA,57.5,49.3348952819691,7.72,4.13,71,51,30281,27047,TRUE,"ModerateBurden"
"Boone","KY",NA,62.1,56.9705319194204,15.42,9.78,80,93,133581,21015,TRUE,"ModerateBurden"
"Los Alamos","NM",NA,83.8,81.2982015837247,6.1,3.14,81,66,19369,35028,TRUE,"ModerateBurden"
"Morgan","TN",NA,51.6,42.2714509655303,15.01,9.68,64,54,21403,47129,TRUE,"ModerateBurden"
"Waseca","MN",NA,57.1,50.1516436596005,7.38,3.89,71,84,18612,27161,TRUE,"ModerateBurden"
"Allegan","MI",NA,52.1,45.4822321867176,10.72,6.64,73,53,118081,26005,TRUE,"ModerateBurden"
"Benton","MN",NA,43.5,39.7723133835747,8.62,4.63,71,84,40889,27009,TRUE,"ModerateBurden"
"Pearl River","MS",NA,47.7,38.8609839129634,19.13,13.1,75,58,55535,28109,TRUE,"ModerateBurden"
"Panola","MS",NA,47.6,40.3586951486253,18.57,12.62,75,80,34192,28107,TRUE,"ModerateBurden"
"Burleigh","ND",NA,50.3,44.4175094534843,12.36,8.35,48,50,95626,38015,TRUE,"ModerateBurden"
"Yazoo","MS",NA,49.1,43.9141791695463,16.51,11.05,75,NA,29690,28163,TRUE,"ModerateBurden"
"Aleutians East Borough","AK",NA,75.2,78.3356107718832,23.61,17.04,79,87,3337,2013,TRUE,"ModerateBurden"
"Otero","NM",NA,60.7,55.7626745023231,8.63,4.68,81,76,67490,35035,TRUE,"ModerateBurden"
"Ross","OH",NA,50.4,43.5062615460142,16.65,10.22,66,77,76666,39141,TRUE,"ModerateBurden"
"Davie","NC",NA,56.7,49.3464125310035,13.7,10.56,79,84,42846,37059,TRUE,"ModerateBurden"
"Madison","MS",NA,63.4,57.8667417120583,16.2,10.83,75,86,106272,28089,TRUE,"ModerateBurden"
"Armstrong","PA",NA,59.8,50.2207540901308,12.57,8.4,76,75,64735,42005,TRUE,"ModerateBurden"
"Sedgwick","KS",NA,53.9,49.2830910643742,15.69,9.56,72,77,516042,20173,TRUE,"LowBurden"
"Rowan","NC",NA,44.4,37.704332826904,14.58,11.15,79,89,142088,37159,TRUE,"ModerateBurden"
"Fannin","TX",NA,44.4,36.5794052429771,13.17,8.81,87,93,35514,48147,TRUE,"ModerateBurden"
"Douglas","OR",NA,52.5,43.527777856469,12.24,9.25,73,71,110980,41019,TRUE,"ModerateBurden"
"Monroe","IL",NA,62.3,55.5165463555585,10.02,6.18,61,58,34637,17133,TRUE,"ModerateBurden"
"Bay","MI",NA,57.2,49.5036897721596,9.32,5.71,73,66,103126,26017,TRUE,"ModerateBurden"
"Frederick","VA",NA,47.9,42.1922334615065,6.01,4.12,64,75,89313,51069,TRUE,"ModerateBurden"
"Lapeer","MI",NA,47.4,39.6618470290091,9.87,6.11,73,91,87607,26087,TRUE,"ModerateBurden"
"Curry","NM",NA,53.2,49.8966990576209,8.05,4.36,81,63,48954,35009,TRUE,"ModerateBurden"
"Valdez-Cordova Census Area","AK",NA,62.8,59.5826799172269,18.97,13.62,79,87,9202,2261,TRUE,"ModerateBurden"
"San Jacinto","TX",NA,34.4,27.7767904938733,13.65,9.3,87,88,28859,48407,TRUE,"ModerateBurdenResolving"
"Becker","MN",NA,54.2,44.644649636531,8.92,4.76,71,46,34423,27005,TRUE,"ModerateBurden"
"Wrangell City and Borough","AK",NA,57.8,54.1294418077637,23.61,17.04,79,100,2502,2275,TRUE,"ModerateBurden"
"Pickaway","OH",NA,50.5,44.1045570636523,15.91,9.68,66,84,58457,39129,TRUE,"ModerateBurden"
"Crawford","PA",NA,49,41.1154907449345,12.49,8.39,76,61,84629,42039,TRUE,"ModerateBurden"
"Tangipahoa Parish","LA",NA,46.3,39.7424918015357,19.41,12,71,50,134758,22105,TRUE,"ModerateBurden"
"Buckingham","VA",NA,39.2,33.3483313385673,7.14,4.97,64,63,17148,51029,TRUE,"ModerateBurden"
"Jefferson","PA",NA,48.4,38.4153967023419,13.05,8.78,76,71,43425,42065,TRUE,"ModerateBurden"
"Floyd","IN",NA,56.4,49.2894446014849,12.68,7.88,70,72,78522,18043,TRUE,"ModerateBurden"
"Kleberg","TX",NA,60.5,55.8756177270291,9.92,6.42,87,92,30680,48273,TRUE,"ModerateBurden"
