"DATE","TOTAL_CASES","NEW_CASES","Region"
2021-08-23,47710,651,"East TN"
2021-08-24,48470,760,"East TN"
2021-08-25,49282,812,"East TN"
2021-08-26,50152,870,"East TN"
2021-08-27,51147,995,"East TN"
2021-08-28,51909,762,"East TN"
2021-08-29,52623,714,"East TN"
2021-08-30,53640,1017,"East TN"
2021-08-31,54674,1034,"East TN"
2021-09-01,55113,439,"East TN"
2021-09-02,55794,681,"East TN"
2021-09-03,56318,524,"East TN"
2021-09-04,57318,1000,"East TN"
2021-09-05,58541,1223,"East TN"
2021-09-06,59716,1175,"East TN"
2021-09-07,60125,409,"East TN"
2021-09-08,60452,327,"East TN"
2021-09-09,60887,435,"East TN"
2021-09-10,62112,1225,"East TN"
2021-09-11,62989,877,"East TN"
2021-09-12,63250,261,"East TN"
2021-09-13,63738,488,"East TN"
2021-09-14,64324,586,"East TN"
2021-09-15,64678,354,"East TN"
2021-09-16,65243,565,"East TN"
2021-09-17,65758,515,"East TN"
2021-09-18,66013,255,"East TN"
2021-09-19,66135,122,"East TN"
2021-09-20,66510,375,"East TN"
2021-09-21,66891,381,"East TN"
2021-09-22,67201,310,"East TN"
2021-09-23,67667,466,"East TN"
2021-09-24,67971,304,"East TN"
2021-09-25,68096,125,"East TN"
2021-09-26,68241,145,"East TN"
2021-09-27,68515,274,"East TN"
2021-09-28,68783,268,"East TN"
2021-09-29,69140,357,"East TN"
2021-09-30,69392,252,"East TN"
2021-10-01,69657,265,"East TN"
2021-10-02,69764,107,"East TN"
2021-10-03,69849,85,"East TN"
2021-10-04,70071,222,"East TN"
2021-10-05,70327,256,"East TN"
2021-10-06,70532,205,"East TN"
2021-10-07,70749,217,"East TN"
2021-10-08,70954,205,"East TN"
2021-10-09,71035,81,"East TN"
2021-10-10,71068,33,"East TN"
2021-10-11,71272,204,"East TN"
2021-10-12,71421,149,"East TN"
2021-10-13,71548,127,"East TN"
2021-10-14,71678,130,"East TN"
2021-10-15,71776,98,"East TN"
2021-10-16,71807,31,"East TN"
2021-10-17,71837,30,"East TN"
2021-10-18,71969,132,"East TN"
2021-10-19,72086,117,"East TN"
2021-10-20,72195,109,"East TN"
2021-10-21,72289,94,"East TN"
2021-10-22,72386,97,"East TN"
2021-10-23,72423,37,"East TN"
2021-10-24,72444,21,"East TN"
2021-10-25,72500,56,"East TN"
2021-10-26,72574,74,"East TN"
2021-10-27,72696,122,"East TN"
2021-10-28,72763,67,"East TN"
2021-10-29,72851,88,"East TN"
2021-10-30,72888,37,"East TN"
2021-10-31,72911,23,"East TN"
2021-11-01,73011,100,"East TN"
2021-11-02,73101,90,"East TN"
2021-11-03,73215,114,"East TN"
2021-11-04,73298,83,"East TN"
2021-11-05,73389,91,"East TN"
2021-11-06,73434,45,"East TN"
2021-11-07,73458,24,"East TN"
2021-11-08,73545,87,"East TN"
2021-11-09,73751,206,"East TN"
2021-11-10,73873,122,"East TN"
2021-11-11,73970,97,"East TN"
